title,rating
Catfish in Black Bean Sauce (2000),2.7333333333333334
Cats Don't Dance (1997),2.5675675675675675
Catwalk (1995),2.8571428571428568
Caught (1996),3.3571428571428568
Cavalcade (1933),3.0
Cecil B. Demented (2000),3.1594202898550723
"Celebration, The (Festen) (1998)",4.307692307692308
Celebrity (1998),2.895833333333333
Celestial Clockwork (1994),3.5
"Cell, The (2000)",3.2613981762917934
"Celluloid Closet, The (1995)",4.049645390070922
Celtic Pride (1996),2.333333333333333
"Cement Garden, The (1993)",3.095238095238096
Cemetery Man (Dellamorte Dellamore) (1994),3.3564356435643563
Center Stage (2000),3.3021978021978016
Central Station (Central do Brasil) (1998),4.283720930232558
Century (1993),2.0
Chain Reaction (1996),2.654008438818565
Chain of Fools (2000),3.0
Chairman of the Board (1998),1.9583333333333333
"Chamber, The (1996)",3.08974358974359
"Chambermaid on the Titanic, The (1998)",3.25
"Champ, The (1979)",2.949152542372881
Character (Karakter) (1997),3.772727272727273
Charade (1963),4.183006535947713
Chariots of Fire (1981),3.7965299684542586
"Charlie, the Lonesome Cougar (1967)",3.1304347826086962
Charlotte's Web (1973),3.8229376257545273
Chasers (1994),2.2666666666666666
Chasing Amy (1997),3.7784679089026914
Cheetah (1989),1.0
Chicken Run (2000),3.8796087283671934
Child's Play (1988),2.7029288702928866
Child's Play 2 (1990),2.1127819548872178
Child's Play 3 (1992),1.8969072164948453
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.163934426229509
Children of Paradise (Les enfants du paradis) (1945),4.19
Children of a Lesser God (1986),3.827794561933535
Children of the Corn (1984),2.446351931330472
Children of the Corn II: The Final Sacrifice (1993),1.7884615384615383
Children of the Corn III (1994),1.8444444444444448
Children of the Corn IV: The Gathering (1996),1.7857142857142858
Children of the Damned (1963),3.1764705882352944
Children of the Revolution (1996),3.6538461538461537
Chill Factor (1999),2.5357142857142856
Chinatown (1974),4.339240506329114
Chinese Box (1997),3.0
Choices (1981),2.0
Chopping Mall (a.k.a. Killbots) (1986),1.9318181818181817
Christine (1983),3.062271062271062
"Christmas Carol, A (1938)",3.989690721649485
"Christmas Story, A (1983)",4.238905325443787
Christmas Vacation (1989),3.588349514563107
Chuck & Buck (2000),3.28099173553719
Chungking Express (1994),3.8695652173913038
Chushingura (1962),4.0
"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",3.523809523809524
