Andre (1994),M,2.806451612903226
Angel Baby (1995),F,3.3333333333333335
Angel Baby (1995),M,3.2162162162162162
Angel Heart (1987),F,3.2708333333333335
Angel Heart (1987),M,3.440340909090909
Angel and the Badman (1947),F,3.875
Angel and the Badman (1947),M,3.302325581395349
Angel on My Shoulder (1946),F,3.25
Angel on My Shoulder (1946),M,3.5
Angela (1995),F,3.0
Angela (1995),M,5.0
Angela's Ashes (1999),F,3.4125
Angela's Ashes (1999),M,3.413793103448276
Angels and Insects (1995),F,3.2588235294117647
Angels and Insects (1995),M,3.5137614678899083
Angels in the Outfield (1994),F,3.1625
Angels in the Outfield (1994),M,2.5808383233532934
Angus (1995),F,3.5348837209302326
Angus (1995),M,3.235294117647059
Animal House (1978),F,3.62890625
Animal House (1978),M,4.167192429022082
Anna (1996),F,4.0
Anna Karenina (1997),F,3.4615384615384617
Anna Karenina (1997),M,2.8333333333333335
Anna and the King (1999),F,3.6206896551724137
Anna and the King (1999),M,3.25531914893617
Anne Frank Remembered (1995),F,4.0625
Anne Frank Remembered (1995),M,4.12
Annie Hall (1977),F,3.9923273657289005
Annie Hall (1977),M,4.2036055143160125
Another Day in Paradise (1998),F,3.7142857142857144
Another Day in Paradise (1998),M,3.3
Another Man's Poison (1952),M,4.0
Another Stakeout (1993),F,2.5365853658536586
Another Stakeout (1993),M,2.463768115942029
Antonia's Line (Antonia) (1995),F,4.1395348837209305
Antonia's Line (Antonia) (1995),M,3.630434782608696
Antz (1998),F,3.4745762711864407
Antz (1998),M,3.4871794871794872
Any Given Sunday (1999),F,3.0729166666666665
Any Given Sunday (1999),M,3.13953488372093
Anywhere But Here (1999),F,3.04
Anywhere But Here (1999),M,2.872093023255814
Aparajito (1956),F,4.666666666666667
Aparajito (1956),M,3.857142857142857
"Apartment, The (1960)",F,4.185483870967742
"Apartment, The (1960)",M,4.102389078498294
"Ape, The (1940)",F,2.0
"Ape, The (1940)",M,2.2222222222222223
Apocalypse Now (1979),F,3.9553072625698324
Apocalypse Now (1979),M,4.294884653961885
Apollo 13 (1995),F,4.054878048780488
Apollo 13 (1995),M,4.080173347778982
"Apostle, The (1997)",F,3.6640625
"Apostle, The (1997)",M,3.749271137026239
"Apple Dumpling Gang Rides Again, The (1979)",F,3.0
"Apple Dumpling Gang Rides Again, The (1979)",M,2.5647058823529414
"Apple Dumpling Gang, The (1975)",F,3.02
"Apple Dumpling Gang, The (1975)",M,2.967032967032967
"Apple, The (Sib) (1998)",F,4.75
"Apple, The (Sib) (1998)",M,4.6
April Fool's Day (1986),F,3.36
April Fool's Day (1986),M,2.901098901098901
Apt Pupil (1998),F,3.088888888888889
Apt Pupil (1998),M,3.112676056338028
Arachnophobia (1990),F,2.899641577060932
Arachnophobia (1990),M,3.0294117647058822
Arguing the World (1996),F,4.5
Arguing the World (1996),M,3.7777777777777777
"Aristocats, The (1970)",F,3.5
"Aristocats, The (1970)",M,3.264367816091954
Arlington Road (1999),F,3.5126582278481013
Arlington Road (1999),M,3.5021008403361344
Armageddon (1998),F,3.31
Armageddon (1998),M,3.165934065934066
Armed and Dangerous (1986),F,2.625
Armed and Dangerous (1986),M,2.456140350877193
Army of Darkness (1993),F,3.6015625
Army of Darkness (1993),M,3.835985312117503
Around the World in 80 Days (1956),F,3.5961538461538463
Around the World in 80 Days (1956),M,3.6036866359447006
"Arrival, The (1996)",F,2.888888888888889
"Arrival, The (1996)",M,3.190082644628099
Arsenic and Old Lace (1944),F,4.265217391304348
Arsenic and Old Lace (1944),M,4.117647058823529
"Art of War, The (2000)",F,2.730769230769231
"Art of War, The (2000)",M,2.7966101694915255
Artemisia (1997),F,3.6
Artemisia (1997),M,3.727272727272727
Arthur (1981),F,3.348684210526316
Arthur (1981),M,3.4581151832460733
As Good As It Gets (1997),F,3.9026548672566372
As Good As It Gets (1997),M,3.9722222222222223
Ashes of Time (1994),M,3.75
"Asphalt Jungle, The (1950)",F,3.5714285714285716
"Asphalt Jungle, The (1950)",M,4.008130081300813
Assassination (1987),F,4.0
Assassination (1987),M,2.8636363636363638
Assassins (1995),F,2.8947368421052633
Assassins (1995),M,2.850467289719626
Assault on Precinct 13 (1976),F,3.6
Assault on Precinct 13 (1976),M,3.5698924731182795
"Assignment, The (1997)",F,3.5714285714285716
"Assignment, The (1997)",M,3.5952380952380953
"Associate, The (1996)",F,3.5
"Associate, The (1996)",M,2.71875
"Astronaut's Wife, The (1999)",F,2.5789473684210527
"Astronaut's Wife, The (1999)",M,2.3862660944206007
Asylum (1972),F,1.6666666666666667
Asylum (1972),M,3.0714285714285716
At First Sight (1999),F,2.6129032258064515
At First Sight (1999),M,2.9302325581395348
Atlantic City (1980),F,3.863013698630137
Atlantic City (1980),M,3.8225108225108224
Attack of the Killer Tomatoes! (1980),F,2.6222222222222222
Attack of the Killer Tomatoes! (1980),M,2.6024844720496896
Audrey Rose (1977),F,3.2941176470588234
Audrey Rose (1977),M,3.121212121212121
August (1996),M,1.5
Auntie Mame (1958),F,4.0
Auntie Mame (1958),M,3.6808510638297873
Austin Powers: International Man of Mystery (1997),F,3.4788732394366195
Austin Powers: International Man of Mystery (1997),M,3.781758957654723
Austin Powers: The Spy Who Shagged Me (1999),F,3.2407932011331444
Austin Powers: The Spy Who Shagged Me (1999),M,3.436632747456059
Autopsy (Macchie Solari) (1975),M,1.5
Autumn Sonata (Höstsonaten ) (1978),F,3.7
Autumn Sonata (Höstsonaten ) (1978),M,3.75
"Autumn Tale, An (Conte d'automne) (1998)",F,3.761904761904762
"Autumn Tale, An (Conte d'automne) (1998)",M,3.8846153846153846
Autumn in New York (2000),F,2.2452830188679247
Autumn in New York (2000),M,2.03125
Avalanche (1978),F,3.0
Avalanche (1978),M,2.466666666666667
"Avengers, The (1998)",F,1.9152542372881356
"Avengers, The (1998)",M,2.017467248908297
Awakenings (1990),F,3.88
Awakenings (1990),M,3.731868131868132
"Awfully Big Adventure, An (1995)",F,2.5384615384615383
"Awfully Big Adventure, An (1995)",M,3.1
Ayn Rand: A Sense of Life (1997),F,5.0
Ayn Rand: A Sense of Life (1997),M,4.0
B*A*P*S (1997),F,1.5714285714285714
B*A*P*S (1997),M,1.894736842105263
B. Monkey (1998),F,3.0
B. Monkey (1998),M,3.6
BASEketball (1998),F,2.789473684210526
BASEketball (1998),M,3.018292682926829
Babe (1995),F,3.9533678756476682
Babe (1995),M,3.8609215017064846
Babe: Pig in the City (1998),F,3.2303030303030305
Babe: Pig in the City (1998),M,3.3184357541899443
Babes in Toyland (1961),F,3.0952380952380953
Babes in Toyland (1961),M,2.919191919191919
Baby Geniuses (1999),F,2.0392156862745097
Baby Geniuses (1999),M,1.5486725663716814
"Baby, The (1973)",M,5.0
"Baby-Sitters Club, The (1995)",F,2.64
"Baby-Sitters Club, The (1995)",M,2.1176470588235294
Baby... Secret of the Lost Legend (1985),F,2.4444444444444446
Baby... Secret of the Lost Legend (1985),M,2.042105263157895
Babyfever (1994),F,3.6666666666666665
Babyfever (1994),M,1.0
"Babysitter, The (1995)",F,2.24
"Babysitter, The (1995)",M,2.871794871794872
Bachelor Party (1984),F,2.890625
Bachelor Party (1984),M,3.1925675675675675
"Bachelor, The (1999)",F,2.6344086021505375
"Bachelor, The (1999)",M,2.389937106918239
Back Stage (2000),M,3.0
Back to School (1986),F,2.8857142857142857
Back to School (1986),M,3.214788732394366
Back to the Future (1985),F,3.9327073552425666
Back to the Future (1985),M,4.0092592592592595
Back to the Future Part II (1989),F,3.1545064377682404
Back to the Future Part II (1989),M,3.3913513513513514
Back to the Future Part III (1990),F,3.13302752293578
Back to the Future Part III (1990),M,3.267741935483871
Backbeat (1993),F,3.6
Backbeat (1993),M,3.5
Backdraft (1991),F,3.4153005464480874
Backdraft (1991),M,3.447521865889213
Bad Boys (1995),F,3.5625
Bad Boys (1995),M,3.2696969696969695
Bad Company (1995),F,2.5
Bad Company (1995),M,2.9210526315789473
Bad Girls (1994),F,2.7333333333333334
Bad Girls (1994),M,2.364864864864865
Bad Lieutenant (1992),F,2.9047619047619047
Bad Lieutenant (1992),M,3.2466666666666666
Bad Moon (1996),F,3.0
Bad Moon (1996),M,2.0
"Bad Seed, The (1956)",F,3.8461538461538463
"Bad Seed, The (1956)",M,3.68
Bad Taste (1987),F,1.8
Bad Taste (1987),M,3.5714285714285716
Badlands (1973),F,4.056603773584905
Badlands (1973),M,4.085106382978723
Bait (2000),F,2.25
Bait (2000),M,2.8378378378378377
"Ballad of Narayama, The (Narayama Bushiko) (1958)",F,5.0
"Ballad of Narayama, The (Narayama Bushiko) (1958)",M,3.4285714285714284
"Ballad of Narayama, The (Narayama Bushiko) (1982)",F,3.0
"Ballad of Narayama, The (Narayama Bushiko) (1982)",M,4.0588235294117645
"Ballad of Ramblin' Jack, The (2000)",F,3.5714285714285716
"Ballad of Ramblin' Jack, The (2000)",M,3.4545454545454546
Balto (1995),F,3.642857142857143
Balto (1995),M,3.112676056338028
"Bamba, La (1987)",F,3.4875
"Bamba, La (1987)",M,3.263440860215054
Bambi (1942),F,3.788659793814433
Bambi (1942),M,3.713924050632911
Bamboozled (2000),F,3.375
Bamboozled (2000),M,2.9444444444444446
Bananas (1971),F,3.8088235294117645
Bananas (1971),M,3.8421052631578947
"Band Wagon, The (1953)",F,3.787878787878788
"Band Wagon, The (1953)",M,3.5
Band of the Hand (1986),F,1.6666666666666667
Band of the Hand (1986),M,2.4242424242424243
Bandit Queen (1994),F,3.8333333333333335
Bandit Queen (1994),M,3.76
Bandits (1997),F,4.0
Bandits (1997),M,3.6
"Bank Dick, The (1940)",F,3.727272727272727
"Bank Dick, The (1940)",M,4.04
Baraka (1992),F,4.083333333333333
Baraka (1992),M,3.8181818181818183
Barb Wire (1996),F,1.5853658536585367
Barb Wire (1996),M,2.1003861003861
Barbarella (1968),F,3.072463768115942
Barbarella (1968),M,3.003154574132492
Barcelona (1994),F,3.278688524590164
Barcelona (1994),M,3.5714285714285716
"Barefoot Executive, The (1971)",F,3.272727272727273
"Barefoot Executive, The (1971)",M,2.793103448275862
Barefoot in the Park (1967),F,3.77027027027027
Barefoot in the Park (1967),M,3.4789915966386555
Barenaked in America (1999),F,3.5555555555555554
Barenaked in America (1999),M,2.652173913043478
Barney's Great Adventure (1998),F,2.0
Barney's Great Adventure (1998),M,1.4193548387096775
Barry Lyndon (1975),F,3.6486486486486487
Barry Lyndon (1975),M,3.522727272727273
Basic Instinct (1992),F,3.3878787878787877
Basic Instinct (1992),M,3.5853242320819114
"Basketball Diaries, The (1995)",F,3.6875
"Basketball Diaries, The (1995)",M,3.488721804511278
Basquiat (1996),F,3.7948717948717947
Basquiat (1996),M,3.3636363636363638
Bastard Out of Carolina (1996),F,3.675675675675676
Bastard Out of Carolina (1996),M,3.6153846153846154
"Bat Whispers, The (1930)",M,2.0
"Bat, The (1959)",F,2.3333333333333335
"Bat, The (1959)",M,2.8
Batman & Robin (1997),F,2.52991452991453
Batman & Robin (1997),M,2.192229038854806
Batman (1989),F,3.482638888888889
Batman (1989),M,3.63079615048119
Batman Forever (1995),F,2.9012345679012346
Batman Forever (1995),M,2.5739837398373986
Batman Returns (1992),F,2.9800995024875623
Batman Returns (1992),M,2.9759036144578315
Batman: Mask of the Phantasm (1993),F,3.2857142857142856
Batman: Mask of the Phantasm (1993),M,3.5980392156862746
Bats (1999),F,1.8333333333333333
Bats (1999),M,1.8363636363636364
Battle for the Planet of the Apes (1973),F,2.9583333333333335
Battle for the Planet of the Apes (1973),M,2.8106060606060606
"Battle of the Sexes, The (1959)",F,4.0
"Battle of the Sexes, The (1959)",M,3.5
Battlefield Earth (2000),F,1.574468085106383
Battlefield Earth (2000),M,1.616949152542373
"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",F,4.02
"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",M,3.9565217391304346
Battling Butler (1926),F,5.0
Battling Butler (1926),M,3.2222222222222223
Bay of Blood (Reazione a catena) (1971),F,1.0
Bay of Blood (Reazione a catena) (1971),M,2.0
Beach Party (1963),F,2.7777777777777777
Beach Party (1963),M,2.5517241379310347
"Beach, The (2000)",F,2.6228070175438596
"Beach, The (2000)",M,2.7313915857605178
Bean (1997),F,2.761904761904762
Bean (1997),M,2.6645569620253164
"Beans of Egypt, Maine, The (1994)",F,3.5
"Beans of Egypt, Maine, The (1994)",M,4.0
"Bear, The (1988)",F,3.1555555555555554
"Bear, The (1988)",M,3.4461538461538463
Beat the Devil (1954),F,3.25
Beat the Devil (1954),M,3.4482758620689653
"Beautician and the Beast, The (1997)",F,2.6142857142857143
"Beautician and the Beast, The (1997)",M,2.269230769230769
Beautiful (2000),F,2.272727272727273
Beautiful (2000),M,2.3333333333333335
Beautiful Girls (1996),F,3.611111111111111
Beautiful Girls (1996),M,3.8
Beautiful People (1999),F,3.3
Beautiful People (1999),M,3.3636363636363638
